caseid,sex,total_children,age,age_at_first_birth,religion_importance,income_family,occupation,education,partner_education,partner_sex,region,pop_center,decade_first_birth,age_group,age_at_first_birth_group,child,education_level,partner_education_level
12105,Female,7,80,NA,Very important,"$25,000 to $49,999",NA,Less than high school diploma or its equivalent,NA,No Partner,Atlantic region,Rural areas and small population centres (non CMA/CA),NA,80,NA,1,HS or less,NA
12106,Female,1,50.8,37.7,Somewhat important,"$100,000 to $ 124,999","Occupations in education, law and social, community and ...","Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",NA,No Partner,British Columbia,Larger urban population centres (CMA/CA),1990,50,35,1,University Undergraduate,NA
12109,Female,0,40.8,NA,Not very important,"$75,000 to $99,999","Business, finance, and administration occupations","College, CEGEP or other non-university certificate or di...","Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Female,Prairie region,Larger urban population centres (CMA/CA),NA,40,NA,0,College / Trade,University Undergraduate
12110,Female,1,64.8,28,Not very important,"$50,000 to $74,999",Sales and service occupations,High school diploma or a high school equivalency certificate,High school diploma or a high school equivalency certi...,Male,Prairie region,Larger urban population centres (CMA/CA),1970,60,25,1,HS or less,HS or less
12111,Female,2,69,19.3,Somewhat important,"$25,000 to $49,999",NA,High school diploma or a high school equivalency certificate,NA,No Partner,Atlantic region,Rural areas and small population centres (non CMA/CA),NA,65,15,1,HS or less,NA
12112,Female,0,46,NA,Very important,"$50,000 to $74,999","Business, finance, and administration occupations",High school diploma or a high school equivalency certificate,NA,No Partner,Ontario,Larger urban population centres (CMA/CA),NA,45,NA,0,HS or less,NA
12113,Female,2,74.9,26,Somewhat important,"$125,000 and more",NA,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)","University certificate, diploma or degree above the ba...",Male,Prairie region,Larger urban population centres (CMA/CA),NA,70,25,1,University Undergraduate,University Graduate
12114,Female,3,59.1,24.3,Not very important,"$100,000 to $ 124,999",Sales and service occupations,"College, CEGEP or other non-university certificate or di...","Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Male,Quebec,Larger urban population centres (CMA/CA),1970,55,20,1,College / Trade,University Undergraduate
12117,Female,2,35.9,25.5,Very important,"$50,000 to $74,999",Management occupations,"College, CEGEP or other non-university certificate or di...","College, CEGEP or other non-university certificate or d...",No Partner,British Columbia,Larger urban population centres (CMA/CA),1990,35,25,1,College / Trade,College / Trade
12119,Female,0,59.8,NA,Very important,"Less than $25,000","Occupations in art, culture, recreation and sport","Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",NA,No Partner,Prairie region,Larger urban population centres (CMA/CA),NA,55,NA,0,University Undergraduate,NA
12120,Female,0,23.4,NA,Not very important,"$125,000 and more","Occupations in art, culture, recreation and sport","College, CEGEP or other non-university certificate or di...","College, CEGEP or other non-university certificate or d...",No Partner,Ontario,Larger urban population centres (CMA/CA),NA,20,NA,0,College / Trade,College / Trade
12126,Female,0,29.5,NA,Not at all important,"$75,000 to $99,999","Business, finance, and administration occupations","College, CEGEP or other non-university certificate or di...",NA,No Partner,Prairie region,Larger urban population centres (CMA/CA),NA,25,NA,0,College / Trade,NA
12127,Female,0,58.9,NA,Very important,"$125,000 and more",NA,"College, CEGEP or other non-university certificate or di...",NA,Male,Prairie region,Larger urban population centres (CMA/CA),NA,55,NA,0,College / Trade,NA
12130,Female,1,60.3,23.8,Somewhat important,"Less than $25,000","Business, finance, and administration occupations",High school diploma or a high school equivalency certificate,NA,No Partner,Quebec,Rural areas and small population centres (non CMA/CA),1970,60,20,1,HS or less,NA
12131,Female,1,60.8,22.9,Somewhat important,"$125,000 and more",Natural and applied sciences and related occupations,High school diploma or a high school equivalency certificate,"College, CEGEP or other non-university certificate or d...",Male,Ontario,Larger urban population centres (CMA/CA),1970,60,20,1,HS or less,College / Trade
12134,Female,7,74.6,18.7,Very important,"$25,000 to $49,999",NA,Less than high school diploma or its equivalent,Less than high school diploma or its equivalent,Male,Atlantic region,Rural areas and small population centres (non CMA/CA),NA,70,15,1,HS or less,HS or less
12136,Female,2,37.8,18,Somewhat important,"$25,000 to $49,999",Management occupations,"College, CEGEP or other non-university certificate or di...","University certificate, diploma or degree above the ba...",Male,Ontario,Larger urban population centres (CMA/CA),1980,35,15,1,College / Trade,University Graduate
12137,Female,0,61.2,NA,Not at all important,"$25,000 to $49,999",NA,High school diploma or a high school equivalency certificate,Less than high school diploma or its equivalent,No Partner,Prairie region,Larger urban population centres (CMA/CA),NA,60,NA,0,HS or less,HS or less
12138,Female,0,22.4,NA,Not at all important,"Less than $25,000","Occupations in art, culture, recreation and sport","Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",NA,No Partner,Ontario,Larger urban population centres (CMA/CA),NA,20,NA,0,University Undergraduate,NA
12142,Female,1,46.8,25.8,Somewhat important,"$125,000 and more","Business, finance, and administration occupations","Bachelor's degree (e.g. B.A., B.Sc., LL.B.)","College, CEGEP or other non-university certificate or d...",Male,Atlantic region,Rural areas and small population centres (non CMA/CA),1980,45,25,1,University Undergraduate,College / Trade
12144,Female,3,65.5,28.8,Very important,"Less than $25,000",Health occupations,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",NA,No Partner,Ontario,Larger urban population centres (CMA/CA),1970,65,25,1,University Undergraduate,NA
12145,Female,1,69.4,27.8,Very important,"$100,000 to $ 124,999",NA,High school diploma or a high school equivalency certificate,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Male,Atlantic region,Larger urban population centres (CMA/CA),1960,65,25,1,HS or less,University Undergraduate
12150,Female,1,33.9,31.9,Very important,"$75,000 to $99,999",Sales and service occupations,"University certificate, diploma or degree above the bach...","University certificate, diploma or degree above the ba...",Male,Ontario,Larger urban population centres (CMA/CA),2000,30,30,1,University Graduate,University Graduate
12151,Female,1,39.5,22.1,Not at all important,"$75,000 to $99,999",Uncodable,"University certificate, diploma or degree above the bach...",High school diploma or a high school equivalency certi...,Male,Atlantic region,Prince Edward Island,1990,35,20,1,University Graduate,HS or less
12153,Female,0,66.7,NA,Somewhat important,"Less than $25,000",NA,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",NA,No Partner,Quebec,Rural areas and small population centres (non CMA/CA),NA,65,NA,0,University Undergraduate,NA
12154,Female,1,24.3,21.1,Not very important,"Less than $25,000",NA,Less than high school diploma or its equivalent,NA,No Partner,Quebec,Larger urban population centres (CMA/CA),2000,20,20,1,HS or less,NA
12155,Female,0,16,NA,Not very important,"$50,000 to $74,999",NA,Less than high school diploma or its equivalent,NA,No Partner,Quebec,Larger urban population centres (CMA/CA),NA,15,NA,0,HS or less,NA
12163,Female,2,67.1,23.6,Not at all important,"Less than $25,000",NA,High school diploma or a high school equivalency certificate,NA,No Partner,Quebec,Larger urban population centres (CMA/CA),1960,65,20,1,HS or less,NA
12164,Female,2,54.3,23.3,Not very important,"$125,000 and more","Occupations in education, law and social, community and ...",High school diploma or a high school equivalency certificate,NA,No Partner,Ontario,Larger urban population centres (CMA/CA),1970,50,20,1,HS or less,NA
12165,Female,0,34.3,NA,Not at all important,"$75,000 to $99,999",Health occupations,"College, CEGEP or other non-university certificate or di...",NA,No Partner,Prairie region,Larger urban population centres (CMA/CA),NA,30,NA,0,College / Trade,NA
12166,Female,2,58.3,24,Not at all important,"$25,000 to $49,999",NA,Less than high school diploma or its equivalent,NA,No Partner,Atlantic region,Larger urban population centres (CMA/CA),1970,55,20,1,HS or less,NA
12169,Female,2,66.1,21.9,Not very important,"Less than $25,000","Trades, transport and equipment operators and related oc...",High school diploma or a high school equivalency certificate,NA,No Partner,Quebec,Larger urban population centres (CMA/CA),1960,65,20,1,HS or less,NA
12170,Female,3,69.5,31.5,Very important,"$50,000 to $74,999",NA,High school diploma or a high school equivalency certificate,NA,Male,British Columbia,Rural areas and small population centres (non CMA/CA),1970,65,30,1,HS or less,NA
12175,Female,0,23.2,NA,Not at all important,"$25,000 to $49,999",Health occupations,High school diploma or a high school equivalency certificate,High school diploma or a high school equivalency certi...,No Partner,British Columbia,Larger urban population centres (CMA/CA),NA,20,NA,0,HS or less,HS or less
12177,Female,2,37.8,26.9,Somewhat important,"$75,000 to $99,999",NA,Trade certificate or diploma,"College, CEGEP or other non-university certificate or d...",Male,Quebec,Rural areas and small population centres (non CMA/CA),1990,35,25,1,College / Trade,College / Trade
12178,Female,0,32.2,NA,Not very important,"$125,000 and more",Management occupations,"University certificate, diploma or degree above the bach...","College, CEGEP or other non-university certificate or d...",Male,Ontario,Larger urban population centres (CMA/CA),NA,30,NA,0,University Graduate,College / Trade
12179,Female,3,61.1,NA,Somewhat important,"$75,000 to $99,999",NA,"College, CEGEP or other non-university certificate or di...",University certificate or diploma below the bachelor's level,Male,Quebec,Larger urban population centres (CMA/CA),NA,60,NA,1,College / Trade,University Undergraduate
12180,Female,1,66.8,22.6,Very important,"$50,000 to $74,999",NA,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",NA,No Partner,Ontario,Larger urban population centres (CMA/CA),1960,65,20,1,University Undergraduate,NA
12182,Female,6,77.1,23.9,Very important,"$50,000 to $74,999",NA,High school diploma or a high school equivalency certificate,High school diploma or a high school equivalency certi...,Male,Atlantic region,Larger urban population centres (CMA/CA),NA,75,20,1,HS or less,HS or less
12183,Female,0,15.5,NA,Not very important,"$50,000 to $74,999",NA,Less than high school diploma or its equivalent,NA,No Partner,Prairie region,Larger urban population centres (CMA/CA),NA,15,NA,0,HS or less,NA
12184,Female,0,64.7,NA,Somewhat important,"$50,000 to $74,999",Sales and service occupations,High school diploma or a high school equivalency certificate,NA,No Partner,Ontario,Larger urban population centres (CMA/CA),NA,60,NA,0,HS or less,NA
12185,Female,1,73.3,32.3,Somewhat important,"$50,000 to $74,999",NA,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",NA,No Partner,Quebec,Larger urban population centres (CMA/CA),1960,70,30,1,University Undergraduate,NA
12186,Female,1,45.3,NA,Somewhat important,"$125,000 and more","Business, finance, and administration occupations","University certificate, diploma or degree above the bach...","Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Male,Ontario,Larger urban population centres (CMA/CA),NA,45,NA,1,University Graduate,University Undergraduate
12188,Female,4,67.3,28.6,Somewhat important,"$75,000 to $99,999",NA,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",High school diploma or a high school equivalency certi...,Male,Quebec,Rural areas and small population centres (non CMA/CA),1960,65,25,1,University Undergraduate,HS or less
12189,Female,2,41.8,28,Not very important,"$75,000 to $99,999","Business, finance, and administration occupations",High school diploma or a high school equivalency certificate,High school diploma or a high school equivalency certi...,Male,British Columbia,Larger urban population centres (CMA/CA),1990,40,25,1,HS or less,HS or less
12190,Female,2,61.1,25.1,Very important,"$25,000 to $49,999",Management occupations,High school diploma or a high school equivalency certificate,High school diploma or a high school equivalency certi...,Male,Prairie region,Rural areas and small population centres (non CMA/CA),1970,60,25,1,HS or less,HS or less
